GR_F,NPHIC,RHOBC,DTC,VCL_FINAL,PHIE_FINAL,TypeRock
114.9959,0.44,2.3061,104.92,0.7516,0.1173,4
116.7662,0.4165,2.3205,105.034,0.7893,0.104,4
122.4714,0.3834,2.3763,102.817,0.9277,0.0534,4
127.0196,0.3578,2.4343,99.586,1,0.0095,4
115.9212,0.3459,2.3616,102.841,0.771,0.0813,4
111.2577,0.3528,2.286,108.601,0.678,0.1384,4
107.4867,0.3729,2.2853,106.251,0.6108,0.147,4
101.0947,0.3924,2.241,107.431,0.5098,0.1861,3
91.7263,0.4066,2.1739,109.907,0.3843,0.242,3
96.1204,0.416,2.1949,109.28,0.4402,0.2225,3
98.9251,0.417,2.1963,110.343,0.4785,0.217,3
99.0175,0.4132,2.2143,108.596,0.4798,0.2059,3
91.357,0.4116,2.1704,109.93,0.3798,0.2446,3
85.397,0.4157,2.1149,113.064,0.3115,0.2866,3
85.7936,0.4201,2.1202,112.512,0.3158,0.2828,3
88.9074,0.4224,2.1303,112.741,0.3508,0.2725,3
90.5893,0.4243,2.1091,115.69,0.3705,0.2829,3
84.333,0.4243,2.1072,113.097,0.3,0.2926,3
92.7742,0.4232,2.1565,111.63,0.3972,0.2509,3
103.8459,0.4203,2.2095,111.01,0.5515,0.2002,4
105.0109,0.4124,2.2393,108.628,0.5699,0.1798,4
105.9651,0.3991,2.2307,110.464,0.5854,0.1832,4
100.2948,0.3886,2.1827,113.453,0.4981,0.2229,3
95.2123,0.3871,2.1523,114.486,0.4283,0.2497,3
94.4711,0.3916,2.129,116.489,0.4187,0.265,3
94.3844,0.3966,2.2272,105.762,0.4175,0.2057,3
96.0843,0.3993,2.2304,106.073,0.4397,0.201,3
89.987,0.3975,2.191,107.64,0.3634,0.2341,3
89.8373,0.3951,2.1761,109.257,0.3616,0.2434,3
91.8173,0.3925,2.1474,113.301,0.3854,0.2579,3
102.3821,0.3915,2.2046,111.933,0.529,0.2058,3
110.1893,0.3956,2.2549,109.886,0.6583,0.1597,4
111.3474,0.4031,2.2896,106.408,0.6797,0.136,4
108.8194,0.4052,2.2724,107.044,0.6338,0.152,4
108.6861,0.397,2.301,104.23,0.6315,0.135,4
109.3614,0.3796,2.3145,103.718,0.6434,0.1253,4
107.1175,0.3543,2.3418,100.728,0.6045,0.1135,4
105.336,0.329,2.3577,99.164,0.5751,0.1075,4
111.2912,0.3091,2.3712,101.104,0.6786,0.0867,4
118.4665,0.2953,2.419,99.692,0.8276,0.0397,4
122.572,0.2885,2.4392,99.612,0.9304,0.015,4
115.0884,0.2898,2.4138,98.947,0.7535,0.0518,4
114.6306,0.2981,2.4283,96.884,0.744,0.0442,4
120.0535,0.31,2.4145,100.35,0.8655,0.0378,4
125.0718,0.3179,2.4535,98.128,1,0,4
121.4265,0.3163,2.4514,96.774,0.9001,0.0112,4
119.5497,0.3123,2.4592,95.257,0.8532,0.0122,4
119.5784,0.3088,2.452,96.164,0.8539,0.0165,4
119.6731,0.3073,2.4407,97.471,0.8562,0.0231,4
118.7028,0.3109,2.4395,97.039,0.8331,0.0266,4
114.4434,0.3203,2.416,97.309,0.7402,0.0521,4
111.3552,0.3367,2.3266,104.893,0.6798,0.1136,4
113.326,0.361,2.3022,107.488,0.7177,0.1238,4
114.0919,0.3924,2.2836,108.667,0.733,0.1332,4
113.77,0.4243,2.2716,108.64,0.7266,0.1412,4
101.9724,0.447,2.1533,115.205,0.5228,0.2377,3
94.9833,0.459,2.1328,113.844,0.4253,0.2619,3
89.9274,0.4637,2.1512,109.445,0.3627,0.2584,3
90.1242,0.4648,2.1797,106.437,0.365,0.2408,3
85.331,0.4698,2.1668,105.493,0.3107,0.2552,3
82.7998,0.4702,2.1612,104.948,0.2839,0.2618,2
83.6094,0.4634,2.2019,101.21,0.2924,0.2361,2
88.0325,0.4495,2.228,100.905,0.3407,0.2145,3
92.9062,0.4252,2.2404,102.632,0.3988,0.1999,3
96.5502,0.3982,2.2741,101.645,0.4459,0.1738,3
99.5445,0.377,2.2865,102.436,0.4873,0.1613,3
105.1201,0.3604,2.3024,103.83,0.5717,0.1414,4
115.4946,0.3449,2.3615,102.702,0.762,0.0825,4
128.6498,0.3354,2.4148,103.22,1,0.0214,4
137.1728,0.3297,2.4626,102.11,1,0,4
139.2552,0.3242,2.4743,101.998,1,0,4
136.2387,0.3212,2.4689,101.339,1,0,4
125.6886,0.3241,2.4052,103.339,1,0.0272,4
112.1144,0.3328,2.2948,108.775,0.6942,0.1311,4
109.7052,0.3484,2.2774,108.988,0.6495,0.1471,4
103.835,0.3665,2.257,107.888,0.5513,0.1713,4
110.5179,0.3832,2.2766,108.168,0.6643,0.1458,4
108.1374,0.3994,2.2713,107.075,0.6219,0.1541,4
109.8487,0.4073,2.3165,102.716,0.6521,0.1231,4
104.3745,0.4054,2.3327,98.602,0.5598,0.1244,4
101.586,0.3945,2.3439,96.562,0.517,0.1228,3
99.9426,0.3712,2.4129,89.299,0.493,0.0839,4
99.8821,0.3418,2.4149,90.133,0.4921,0.0828,4
96.7031,0.3204,2.4316,87.717,0.448,0.0781,4
89.2494,0.3282,2.2115,107.652,0.3548,0.2227,3
81.5649,0.3684,2.1277,111.722,0.2713,0.2837,2
84.2017,0.4214,2.096,114.347,0.2986,0.2996,2
89.6105,0.4572,2.1199,112.886,0.359,0.2777,3
93.9502,0.4602,2.1887,107.348,0.412,0.2296,3
96.5919,0.4314,2.2305,105.113,0.4465,0.2001,3
99.0439,0.3942,2.2518,105.296,0.4802,0.1831,3
104.6149,0.3707,2.3199,101.356,0.5636,0.1318,4
109.7271,0.3569,2.384,97.286,0.6499,0.0825,4
111.1902,0.3603,2.4376,92.079,0.6767,0.0467,4
105.8653,0.3899,2.3784,94.95,0.5837,0.0938,4
96.2362,0.444,2.3424,92.52,0.4418,0.1329,3
87.4011,0.4966,2.3003,91.152,0.3336,0.1715,3
83.318,0.5226,2.0697,113.055,0.2893,0.3166,2
81.3962,0.5171,2.0676,112.623,0.2696,0.3203,2
87.1261,0.5046,2.0411,118.477,0.3305,0.329,3
85.8958,0.5227,2.0673,114.463,0.3169,0.3148,3
88.6494,0.5606,2.1249,108.135,0.3478,0.2761,3
90.8355,0.5896,2.2321,96.575,0.3735,0.208,3
86.7389,0.5855,2.193,99.078,0.3262,0.2374,3
86.6218,0.5435,2.2716,92.156,0.3249,0.1899,3
88.672,0.4815,2.334,88.665,0.3481,0.1493,3
92.5277,0.4234,2.199,106.966,0.3941,0.2256,3
88.2466,0.3817,2.3054,95.198,0.3432,0.1672,3
98.1185,0.3549,2.4487,85.251,0.4673,0.0654,4
106.3897,0.3453,2.4643,87.624,0.5924,0.0407,4
107.2553,0.3579,2.4283,91.402,0.6069,0.0608,4
106.9426,0.3858,2.3229,101.518,0.6016,0.1253,4
109.4391,0.4176,2.3271,101.011,0.6448,0.1175,4
109.0285,0.4479,2.2824,104.511,0.6375,0.1455,4
97.942,0.4608,2.2295,104.744,0.4649,0.1985,3
93.2749,0.4573,2.152,111.087,0.4034,0.2529,3
85.4734,0.4431,2.0945,114.277,0.3123,0.2988,3
84.4455,0.4226,2.1098,112.937,0.3012,0.2909,3
86.1941,0.4005,2.1597,109.185,0.3202,0.2584,3
84.7824,0.3793,2.2009,104.917,0.3048,0.2352,3
88.6344,0.3573,2.2513,102.051,0.3476,0.1995,3
87.9355,0.3344,2.3496,92.071,0.3396,0.1409,3
96.5304,0.3156,2.4073,90.418,0.4457,0.0931,4
102.2044,0.3042,2.4267,91.288,0.5263,0.0715,4
105,0.3064,2.4663,88.219,0.5697,0.0423,4
107.3226,0.3201,2.3952,96.359,0.608,0.0807,4
104.4842,0.3354,2.3657,97.692,0.5615,0.1043,4
100.5786,0.3436,2.3339,99.053,0.5022,0.1307,3
99.246,0.3333,2.509,97.759,0.4831,0.0269,4
98.7882,0.3067,2.1083,100.727,0.4766,0.2705,3
95.4166,0.2781,2.1,99.099,0.4309,0.2811,3
85.52,0.2598,2.0917,100.314,0.3128,0.3005,3
71.9278,0.258,2.0833,98.868,0.1816,0.3214,1
64.1375,0.268,2.075,100.298,0.1195,0.334,1
60.6103,0.2814,2.0917,98.36,0.0942,0.327,1
60.9929,0.2915,2.1083,97.475,0.0968,0.3165,1
59.2586,0.2988,2.125,95.972,0.0849,0.3079,1
59.0938,0.3046,2.1417,92.576,0.0837,0.2979,1
57.8758,0.3073,2.1417,92.269,0.0756,0.2989,1
59.3618,0.3049,2.1458,87.448,0.0856,0.2952,1
61.1627,0.2949,2.15,88.75,0.098,0.2911,1
58.769,0.2782,2.1542,90.735,0.0815,0.2906,1
59.9639,0.2635,2.1583,90.038,0.0897,0.2871,1
62.1006,0.2568,2.1083,91.515,0.1047,0.3156,1
68.4758,0.2565,2.1139,90.591,0.153,0.3064,1
78.0418,0.258,2.1194,90.99,0.2367,0.2929,2
86.8464,0.2551,2.125,89.932,0.3274,0.2785,3
91.6494,0.2523,2.315,88.914,0.3833,0.1566,3
97.1399,0.267,2.374,95.503,0.4539,0.1123,3
99.6655,0.31,2.348,98.362,0.489,0.1237,3
100.9735,0.3747,2.2821,103.622,0.508,0.1614,3
97.9121,0.4285,2.263,107.338,0.4644,0.1782,3
98.7563,0.4469,2.375,105.52,0.4762,0.1089,3
98.2901,0.4201,2.402,98.72,0.4697,0.0934,4
102.8823,0.363,2.3674,95.777,0.5366,0.1062,3
99.332,0.3194,2.4147,90.73,0.4843,0.0839,4
102.2964,0.3089,2.4548,88.155,0.5277,0.0544,4
101.9016,0.3305,2.4507,87.619,0.5217,0.0575,4
98.936,0.3655,2.4058,89.813,0.4787,0.0899,4
94.3799,0.3929,2.2399,104.538,0.4175,0.198,3
95.3859,0.4104,2.1635,112.514,0.4305,0.2426,3
95.8151,0.4184,2.1481,114.061,0.4362,0.2513,3
94.7521,0.4189,2.1386,114.582,0.4223,0.2587,3
93.7424,0.4128,2.1565,112.444,0.4093,0.2495,3
93.3612,0.3948,2.2192,106.22,0.4045,0.212,3
95.9548,0.3759,2.2346,106.427,0.438,0.1987,3
97.8348,0.3722,2.2331,107.563,0.4634,0.1965,3
105.8298,0.3884,2.284,105.085,0.5832,0.1511,4
105.5878,0.4071,2.2877,103.899,0.5792,0.1494,4
106.9803,0.4079,2.2915,104.087,0.6022,0.1443,4
101.8743,0.3951,2.2809,103.41,0.5213,0.1605,3
98.4614,0.3736,2.391,102.825,0.4721,0.0998,4
91.0386,0.3529,2.423,100.424,0.3759,0.092,4
88.2791,0.3495,2.2645,100.774,0.3436,0.192,3
91.3348,0.3567,2.2768,100.553,0.3795,0.1802,3
94.5242,0.3673,2.26,103.383,0.4193,0.1855,3
97.5379,0.3786,2.2842,101.721,0.4593,0.166,3
94.0637,0.3888,2.2748,100.807,0.4134,0.1773,3
96.7432,0.3934,2.2629,103.114,0.4485,0.1803,3
97.971,0.3935,2.2325,106.904,0.4653,0.1966,3
100.4204,0.3946,2.2545,105.6,0.4999,0.1791,3
95.4023,0.3984,2.226,106.273,0.4307,0.2047,3
96.4926,0.3957,2.2275,106.704,0.4452,0.2021,3
99.6972,0.3888,2.2539,105.562,0.4895,0.1808,3
103.0555,0.3763,2.2849,104.195,0.5392,0.1559,3
105.6335,0.3605,2.3042,103.857,0.58,0.1392,4
106.5297,0.3504,2.3241,102.503,0.5947,0.1254,4
102.3386,0.3442,2.3284,100.401,0.5283,0.1309,3
100.5817,0.3379,2.3376,98.861,0.5022,0.1285,3
101.1071,0.3279,2.3496,98.178,0.5099,0.1202,3
99.9711,0.313,2.3565,97.484,0.4934,0.1181,3
100.2118,0.2971,2.3754,96.152,0.4969,0.1062,3
98.561,0.2867,2.3961,93.578,0.4734,0.0965,4
96.6926,0.2819,2.3922,93.336,0.4479,0.102,3
93.9566,0.2829,2.3878,92.551,0.4121,0.109,3
94.1045,0.2885,2.378,93.465,0.414,0.1147,3
95.3471,0.2929,2.3923,92.323,0.43,0.1041,3
96.7474,0.2968,2.3798,94.139,0.4486,0.1094,3
94.772,0.2991,2.3744,93.75,0.4225,0.1158,3
97.8493,0.2994,2.3795,94.567,0.4636,0.1077,3
93.8047,0.3002,2.3542,95.444,0.4101,0.1296,3
93.3328,0.3006,2.3362,97.145,0.4042,0.1412,3
92.3922,0.3002,2.3462,95.667,0.3924,0.1365,3
99.1109,0.2991,2.3902,93.997,0.4812,0.0991,4
99.8541,0.2985,2.3884,94.547,0.4917,0.0989,4
98.0584,0.3026,2.3695,95.616,0.4665,0.1135,3
95.3309,0.3129,2.3478,96.343,0.4298,0.1311,3
97.3109,0.3291,2.3295,98.589,0.4562,0.1389,3
98.4086,0.3482,2.3167,99.751,0.4713,0.1449,3
100.8002,0.3669,2.3061,101.265,0.5054,0.1471,3
99.0636,0.3825,2.2785,102.872,0.4805,0.1669,3
99.5555,0.3902,2.2748,103.202,0.4875,0.1683,3
97.5781,0.3872,2.2898,100.826,0.4599,0.1625,3
100.0763,0.3763,2.3082,100.378,0.4949,0.1472,3
98.2093,0.3652,2.3072,100.05,0.4686,0.1509,3
102.8574,0.3583,2.3326,99.67,0.5362,0.1274,3
102.9038,0.3579,2.3441,98.475,0.5369,0.1203,3
110.2189,0.3628,2.3845,97.228,0.6588,0.081,4
118.7764,0.3725,2.4205,96.841,0.8349,0.0379,4
129.1525,0.3801,2.4372,99.41,1,0.0078,4
131.8902,0.3817,2.435,100.805,1,0.0091,4
128.4277,0.3799,2.3969,103.401,1,0.0322,4
124.0737,0.3753,2.37,104.502,0.9725,0.0518,4
120.5672,0.3672,2.3538,104.972,0.8782,0.0731,4
118.8893,0.3641,2.3588,103.807,0.8375,0.075,4
117.033,0.3623,2.3529,103.669,0.7952,0.0837,4
110.8844,0.3537,2.3602,100.464,0.671,0.0943,4
106.1795,0.3427,2.3413,100.786,0.5889,0.1157,4
106.73,0.3433,2.3414,101.006,0.598,0.1146,4
109.1227,0.3525,2.346,101.244,0.6392,0.1068,4
113.4577,0.37,2.3503,102.071,0.7203,0.0943,4
107.335,0.3926,2.3136,102.435,0.6082,0.1301,4
103.5134,0.4043,2.2844,103.426,0.5463,0.1553,3
102.1016,0.4059,2.2818,103.02,0.5247,0.1596,3
105.5099,0.3965,2.3108,101.783,0.578,0.1355,4
107.6378,0.3789,2.3642,97.661,0.6134,0.0989,4
106.4753,0.3604,2.3664,97.59,0.5938,0.0999,4
102.5813,0.345,2.3689,96.145,0.532,0.1059,3
99.8807,0.3331,2.3678,95.49,0.4921,0.1114,3
101.6219,0.3257,2.3959,93.54,0.5176,0.0913,4
106.1214,0.3202,2.4044,94.835,0.588,0.0776,4
112.2113,0.3129,2.4528,92.64,0.696,0.0351,4
115.0868,0.3057,2.4631,93.088,0.7534,0.0219,4
116.8522,0.3021,2.4699,93.278,0.7912,0.0133,4
115.9125,0.3033,2.4623,93.63,0.7709,0.0203,4
109.44,0.3078,2.4323,93.786,0.6448,0.0538,4
105.3873,0.3166,2.4085,94.205,0.576,0.0766,4
107.4151,0.3246,2.4084,94.828,0.6096,0.0726,4
108.2649,0.3295,2.4048,95.403,0.6241,0.0729,4
107.2888,0.3322,2.3986,95.539,0.6074,0.0787,4
99.0187,0.3344,2.3539,96.551,0.4799,0.1213,3
97.2758,0.339,2.3408,97.006,0.4557,0.1322,3
96.3565,0.3436,2.3179,98.878,0.4434,0.1475,3
97.5299,0.3472,2.3152,99.556,0.4592,0.1472,3
98.3076,0.3545,2.3072,100.491,0.4699,0.1508,3
104.3229,0.3687,2.2984,103.602,0.559,0.1454,4
104.755,0.3898,2.2982,103.038,0.5658,0.1446,4
104.8861,0.4089,2.2566,106.848,0.5679,0.1696,4
101.8509,0.4183,2.2437,106.528,0.521,0.1831,3
102.4507,0.42,2.2556,105.463,0.53,0.1748,3
99.3537,0.4097,2.241,106.018,0.4846,0.1891,3
98.6661,0.3875,2.24,106.631,0.4749,0.1909,3
98.772,0.3616,2.277,103.665,0.4764,0.1683,3
96.1957,0.338,2.2803,103.032,0.4412,0.1706,3
95.3822,0.3229,2.309,100.148,0.4305,0.1545,3
94.2397,0.3225,2.3225,98.214,0.4157,0.1481,3
95.4169,0.3319,2.3593,94.462,0.4309,0.124,3
90.7525,0.3411,2.3488,93.156,0.3725,0.1374,3
93.2471,0.3475,2.3497,93.939,0.4031,0.1331,3
95.8432,0.3456,2.3526,94.867,0.4365,0.1274,3
99.6996,0.3374,2.3655,95.501,0.4895,0.1131,3
98.587,0.3249,2.3613,95.917,0.4738,0.1176,3
92.184,0.3092,2.3569,94.103,0.3899,0.1304,3
87.9394,0.2992,2.3529,93.002,0.3397,0.1389,3
89.6643,0.2976,2.369,92.112,0.3596,0.1267,3
93.0275,0.3002,2.3789,92.449,0.4003,0.1158,3
95.6744,0.3012,2.4116,90.097,0.4343,0.0918,4
100.1037,0.302,2.4351,89.532,0.4953,0.0702,4
107.0816,0.3069,2.4364,92.335,0.6039,0.0563,4
105.0639,0.3189,2.4035,94.513,0.5708,0.0802,4
101.1338,0.337,2.3596,96.792,0.5103,0.1142,3
99.208,0.3576,2.3401,97.264,0.4825,0.1294,3
101.5362,0.3779,2.3233,99.358,0.5163,0.1354,3
106.551,0.3908,2.3315,100.241,0.5951,0.1209,4
106.8917,0.3954,2.3305,100.328,0.6007,0.1208,4
100.9728,0.3966,2.3045,100.43,0.508,0.1478,3
95.4317,0.3954,2.2942,99.096,0.4311,0.1634,3
95.3525,0.3904,2.3087,97.701,0.4301,0.1547,3
98.9885,0.3812,2.3229,98.136,0.4794,0.1401,3
98.2808,0.3711,2.277,103.1,0.4695,0.1691,3
108.1912,0.3633,2.31,105.197,0.6229,0.1306,4
110.282,0.3621,2.2941,106.953,0.66,0.1357,4
108.7579,0.3721,2.2856,106.826,0.6327,0.1442,4
104.0591,0.385,2.3117,101.454,0.5548,0.1378,4
103.8704,0.3928,2.3589,96.037,0.5519,0.1095,4
106.2387,0.394,2.3504,97.958,0.5899,0.1101,4
113.9268,0.3893,2.4173,94.407,0.7297,0.0526,4
112.0868,0.3793,2.4868,86.509,0.6936,0.0148,4
106.4206,0.3647,2.4899,84.195,0.5929,0.0252,4
93.968,0.3407,2.387,83.407,0.4122,0.1094,3
85.9335,0.3041,2.34,84.064,0.3173,0.1494,3
90.2186,0.2642,2.38,93.673,0.3661,0.1193,3
92.8606,0.2331,2.415,96.95,0.3983,0.0942,4
96.1743,0.2206,2.437,96.314,0.4409,0.0756,4
96.8888,0.2282,2.395,97.108,0.4505,0.0999,4
99.3553,0.2519,2.452,94.147,0.4846,0.0613,4
98.6378,0.2812,2.505,96.279,0.4745,0.0304,4
98.6433,0.3064,2.495,94.21,0.4746,0.0364,4
96.2483,0.3234,2.432,93.62,0.4419,0.0786,4
92.6734,0.3307,2.396,95.427,0.3959,0.1059,3
89.5837,0.3302,2.364,96.016,0.3587,0.1299,3
92.6262,0.3277,2.3351,95.95,0.3953,0.1429,3
99.2194,0.3246,2.3612,96.219,0.4827,0.1165,3
105.1121,0.3221,2.3655,98.481,0.5715,0.1032,4
105.0524,0.32,2.3641,98.675,0.5706,0.1041,4
108.905,0.3138,2.3766,99.289,0.6353,0.0887,4
114.4158,0.3027,2.408,96.92,0.7396,0.057,4
113.0767,0.291,2.418,95.415,0.7128,0.0542,4
99.0637,0.2815,2.455,94.369,0.4805,0.0599,4
85.1751,0.2777,2.455,96.9,0.3091,0.0807,4
83.6789,0.2805,2.446,96.262,0.2931,0.0881,4
85.7595,0.2881,2.427,95.848,0.3154,0.0969,4
84.705,0.2961,2.313,93.655,0.304,0.1674,3
77.5917,0.3029,2.151,97.655,0.2325,0.2742,2
78.8546,0.3139,2.187,98.137,0.2445,0.251,2
78.306,0.3288,2.233,98.528,0.2392,0.2237,2
83.924,0.3442,2.337,97.235,0.2957,0.1539,2
90.0778,0.3566,2.338,96.479,0.3645,0.1449,3
96.13,0.3621,2.351,95.449,0.4403,0.1278,3
96.5684,0.3624,2.364,97.356,0.4462,0.1192,3
95.9546,0.3609,2.427,96.901,0.438,0.0821,4
102.3721,0.3572,2.436,98.655,0.5288,0.0656,4
111.96,0.3477,2.432,98.875,0.6912,0.0483,4
121.9866,0.3309,2.423,98.805,0.9147,0.0267,4
119.8828,0.312,2.412,97.412,0.8613,0.0398,4
117.1643,0.2964,2.43,97.861,0.7981,0.0366,4
107.4719,0.2861,2.443,95.922,0.6105,0.0515,4
105.8279,0.2814,2.422,95.961,0.5831,0.0675,4
99.0157,0.2787,2.337,94.177,0.4798,0.1315,3
95.5611,0.2759,2.261,93.036,0.4328,0.1833,3
92.039,0.2722,2.351,91.466,0.3881,0.1342,3
96.5698,0.2684,2.408,90.527,0.4462,0.0926,4
102.2346,0.2638,2.448,88.598,0.5267,0.0586,4
101.2294,0.262,2.477,87.693,0.5117,0.0428,4
97.0347,0.2732,2.464,85.189,0.4525,0.0579,4
94.5974,0.3031,2.502,87.976,0.4203,0.0388,4
96.5201,0.3474,2.41,90.442,0.4455,0.0914,4
101.0047,0.3857,2.354,97.031,0.5084,0.1178,3
97.7824,0.3986,2.356,99.114,0.4627,0.1221,3
94.4352,0.3867,2.288,104.03,0.4182,0.1687,3
84.1931,0.3637,2.096,107.67,0.2985,0.2996,2
76.9105,0.3417,2.04,106.505,0.2261,0.3423,2
69.9621,0.3281,2.13,104.23,0.1651,0.2951,1
68.4856,0.324,2.109,97.741,0.1531,0.3093,1
66.6528,0.3227,2.141,96.805,0.1386,0.2917,1
75.1846,0.3252,2.322,94.955,0.2102,0.1733,2
85.6355,0.3412,2.385,91.985,0.314,0.1225,3
89.1309,0.3742,2.231,91.443,0.3534,0.2111,3
89.4088,0.4151,2.091,92.007,0.3566,0.2956,3
88.9144,0.4504,2.137,102.291,0.3509,0.2684,3
81.939,0.4754,2.039,103.978,0.2751,0.337,2
75.8405,0.4757,2.0996,108.233,0.2162,0.3074,1
74.4231,0.4476,2.1236,106.066,0.2034,0.2944,1
78.2318,0.4049,2.255,105.582,0.2385,0.2105,2
81.7095,0.3608,2.248,103.456,0.2728,0.2106,2
80.8213,0.3345,2.228,103.839,0.2638,0.2238,2
79.46,0.3366,2.344,103.471,0.2504,0.1551,2
81.4351,0.363,2.361,103.884,0.27,0.1424,3
87.8008,0.3958,2.332,104.375,0.3381,0.1517,3
92.8353,0.4098,2.313,102.876,0.3979,0.156,3
92.877,0.4038,2.352,101.549,0.3985,0.1323,3
94.4852,0.3866,2.355,98.963,0.4188,0.128,3
95.6871,0.3718,2.3046,98.966,0.4345,0.1567,3
100.9173,0.3738,2.278,98.711,0.5071,0.164,3
102.5283,0.3908,2.31,99.518,0.5312,0.1417,3
100.2551,0.4081,2.306,102.944,0.4975,0.1482,3
93.7943,0.4201,2.278,104.973,0.41,0.1758,3
90.5204,0.4237,2.2917,107.496,0.3697,0.1724,3
91.502,0.4129,2.275,108.577,0.3815,0.181,3
90.9125,0.3929,2.2875,109.325,0.3744,0.1743,3
89.5872,0.375,2.3,108.472,0.3587,0.1686,3
90.7876,0.3659,2.3125,106.447,0.3729,0.1593,3
95.0464,0.3707,2.325,105.756,0.4261,0.1453,3
18.3058,0.0609,2.5919,65.9078,0.0255,0.052,4
18.8685,0.0613,2.6049,65.9152,0.04,0.0453,4
17.3195,0.0576,2.6176,65.4068,0.0442,0.0394,4
20.2387,0.0517,2.6329,63.533,0.0555,0.0283,4
19.9168,0.0429,2.6423,62.2407,0.0507,0.0218,4
18.4427,0.0369,2.6493,61.2261,0.046,0.0181,4
19.1813,0.0363,2.6632,60.5079,0.06,0.0106,4
18.1963,0.0384,2.6719,61.1431,0.07,0.0075,4
26.5836,0.0764,2.6405,63.4999,0.1122,0.0257,4
42.0844,0.1315,2.6057,94.9288,0.1947,0.0425,4
60.4393,0.192,2.5466,94.1738,0.2762,0.0662,4
76.7792,0.2494,2.4454,100.3551,0.3157,0.1079,3
86.9983,0.281,2.412,100.3667,0.3689,0.1161,3
93.1863,0.2917,2.3942,103.0883,0.3932,0.1169,3
96.91,0.3095,2.3804,104.0494,0.423,0.1211,3
101.6714,0.3367,2.4184,103.4109,0.5238,0.1002,3
102.7466,0.3504,2.4322,103.303,0.4119,0.1583,3
106.0456,0.3518,2.43,102.1885,0.4336,0.1505,3
109.3472,0.3437,2.4238,103.8323,0.439,0.1414,3
112.0885,0.337,2.4213,105.5714,0.4477,0.1319,3
115.7058,0.3437,2.4186,106.0238,0.4856,0.1222,3
117.4238,0.3571,2.4154,106.413,0.5183,0.1207,3
113.8182,0.3832,2.419,104.607,0.5295,0.1392,3
114.9523,0.3912,2.4198,103.281,0.5522,0.1369,4
118.1195,0.3875,2.4156,103.619,0.5711,0.1258,4
117.438,0.4105,2.4103,107.0913,0.5944,0.1373,4
118.0914,0.4246,2.3988,114.4241,0.6105,0.144,4
113.0638,0.4276,2.4016,117.6231,0.5735,0.1624,4
103.8689,0.4233,2.4238,116.9296,0.5213,0.1794,3
102.5756,0.4102,2.432,116.5041,0.5011,0.1754,3
102.3162,0.4227,2.359,118.5248,0.4466,0.2139,3
103.9411,0.4437,2.3345,117.9786,0.4647,0.2269,3
108.7225,0.466,2.3214,119.2075,0.5188,0.2253,3
110.909,0.478,2.3242,115.5298,0.5563,0.2205,4
113.7454,0.4519,2.4036,113.9546,0.6179,0.1662,4
116.8181,0.4217,2.4427,108.8407,0.6375,0.1277,4
119.9484,0.4095,2.4385,104.9485,0.6446,0.1135,4
122.0274,0.4072,2.4272,104.7761,0.6514,0.1092,4
121.1002,0.4024,2.4227,105.5473,0.63,0.1141,4
119.2824,0.4026,2.427,107.1965,0.6162,0.1198,4
116.583,0.3935,2.4236,111.0741,0.5739,0.1296,4
113.9443,0.395,2.4219,112.2649,0.5514,0.1406,4
115.0056,0.4043,2.423,112.3648,0.5756,0.1388,4
119.2835,0.3971,2.4237,112.1283,0.6048,0.1198,4
122.6032,0.403,2.4239,111.1645,0.6478,0.107,4
121.044,0.4193,2.4175,113.2045,0.6499,0.1214,4
117.6556,0.4215,2.4124,116.6135,0.615,0.1385,4
113.5447,0.4321,2.4061,116.1002,0.5887,0.1598,4
111.4841,0.4199,2.4124,117.1481,0.5597,0.1605,4
116.5061,0.3888,2.4283,117.4749,0.5707,0.1264,4
120.8516,0.3663,2.4349,116.4027,0.5848,0.0998,4
122.1246,0.3654,2.4299,117.3125,0.5916,0.0964,4
122.319,0.3826,2.417,116.3633,0.6071,0.1062,4
119.2698,0.3881,2.4003,118.3485,0.568,0.1286,4
114.719,0.4056,2.3865,119.2326,0.5392,0.1574,3
111.9046,0.4257,2.381,121.2379,0.5408,0.1755,3
109.1266,0.4414,2.3814,121.8626,0.5437,0.1889,3
108.446,0.4557,2.3823,122.5855,0.5611,0.1948,4
106.1608,0.466,2.3187,122.0231,0.4979,0.2344,3
103.7079,0.4707,2.2793,123.2493,0.4496,0.2611,3
100.0956,0.4762,2.2818,125.6422,0.4379,0.2711,3
91.5437,0.5042,2.2608,127.4344,0.4136,0.3088,3
87.1541,0.5364,2.2655,128.7499,0.4471,0.3254,3
87.7374,0.5227,2.3059,130.11,0.4685,0.3016,3
91.5113,0.4979,2.3062,127.4105,0.4487,0.2861,3
100.8676,0.4664,2.3261,125.8849,0.4713,0.2456,3
109.6368,0.4134,2.3725,125.6343,0.4963,0.1835,3
114.0176,0.3923,2.3949,121.2662,0.5213,0.1524,3
114.8627,0.3817,2.3977,119.2557,0.5153,0.1452,3
111.5502,0.3716,2.399,118.8537,0.4738,0.1534,3
104.5199,0.3789,2.3701,120.1132,0.4054,0.1906,3
95.7705,0.4091,2.3278,122.7704,0.3571,0.241,3
87.5423,0.4337,2.3083,126.0938,0.3352,0.2739,3
84.2024,0.4546,2.2827,128.8343,0.3277,0.2977,3
85.2437,0.4625,2.2898,131.1393,0.351,0.2949,3
87.4781,0.4501,2.3252,132.6121,0.3765,0.2707,3
